General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Muslimin Yahaya,19791,38.75
15,PH,Saipolyazan Mat Yusop,17070,33.42
15,BN,Jamal Yunos,13984,27.38
15,Homeland Fighters' Party,Asmawar Samat @ Samad,225,0.44
