General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Muslimin Yahaya,17350,42.11
14,BN,Budiman Mohd Zohdi,16636,40.37
14,Pan-Malaysian Islamic Party,Mohamed Salleh M Husin,7220,17.52
