General Election,Party,Candidate,Vote Count,Percentage of Vote
15,BN,Wee Ka Siong,18911,40.50
15,PH,Sheikh Umar Bagharib Ali,15948,34.16
15,PN,Muhammad Syafiq A Aziz,11833,25.34
