General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Wee Ka Siong,17076,43.98
14,PH,Liew Chin Tong,16773,43.20
14,Pan-Malaysian Islamic Party,Mardi Marwan,4975,12.82
