General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Salamiah Mohd Nor,30929,37.43
15,PH,Hasbie Muda,25409,30.75
15,BN,Mohd Sharkar Shamsudin,25191,30.48
15,Homeland Fighters' Party,Aminudin Yahya,1108,1.34
