General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Kasthuriraani Patto,42683,78.02
14,BN,Jayanthi Devi Balaguru,9130,16.69
14,Pan-Malaysian Islamic Party,Jay Kumar Balakrishna,2636,4.82
14,Penang Front Party,Ooi Khar Giap,256,0.47
