General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Reezal Merican Naina Merican,22459,42.94
14,PH,Zaidi Zakaria,17723,33.89
14,Pan-Malaysian Islamic Party,Siti Mastura Mohamad,12120,23.17
