General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Siti Mastura Mohamad,28604,41.27
15,BN,Reezal Merican Naina Merican,25737,37.14
15,MUDA,Muhammad Danial Abdul Majeed,14214,20.51
15,Homeland Fighters' Party,Hamidi Abu Hassan,747,1.08
