General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Sabah Heritage Party,Isnaraissah Munirah Majilis,25148,46.54
15,BN,Abdul Rahman Dahlan,20566,38.06
15,PH,Madeli @ Modily bin Bangali,8323,15.40
