General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Lee Boon Chye,48923,61.75
14,BN,Heng Seai Kie,19145,24.16
14,Pan-Malaysian Islamic Party,Ismail Ariffin,11165,14.09
