General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Pan-Malaysian Islamic Party,Nik Muhammad Zawawi Salleh,52937,65.37
15,BN,Zawawi Othman,23828,29.43
15,PH,Muhammad Husin,3867,4.77
15,Homeland Fighters' Party,Wan Marzudi Wan Umar,349,0.43
