General Election,Party,Candidate,Vote Count,Percentage of Vote
14,Pan-Malaysian Islamic Party,Nik Muhammad Zawawi Salleh,32307,47.41
14,BN,Asyraf Wajdi Dusuki,30947,45.41
14,PH,Kamarudin Mohd Noor,4896,7.18
