General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Dzulkefly Ahmad,29842,49.97
14,BN,Irmohizam Ibrahim,21344,35.74
14,Pan-Malaysian Islamic Party,Mohd Fakaruddin Ismail,8535,14.29
