General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Dzulkefly Ahmad,31033,35.88
15,BN,Tengku Zafrul Aziz,30031,34.73
15,PN,Mohd Noor Mohd Sahar,23639,27.33
15,Homeland Fighters' Party,Mohd Shaid Rosli,1778,2.06
