General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Noor Amin Ahmad,20909,46.80
14,BN,Ramli Shariff,15306,34.26
14,Pan-Malaysian Islamic Party,Zahid Ibrahim,8465,18.95
