General Election,Party,Candidate,Vote Count,Percentage of Vote
15,GRS,Khairul Firdaus Akbar Khan,12152,44.95
15,PH,Liau Fui Fui,7331,27.11
15,Sabah Heritage Party,Alias Sani,7218,26.70
15,Homeland Fighters' Party,Boni Yusuf Abdullah @ Narseso P Juanico,176,0.65
