General Election,Party,Candidate,Vote Count,Percentage of Vote
14,Sabah Heritage Party,Liew Vui Keong,12976,55.78
14,BN,Tsen Thau Lin,8357,35.93
14,Amanah,Hamza A. Abdullah @ Hamzah,980,4.21
14,Pan-Malaysian Islamic Party,Norsah Bongsu,948,4.08
