General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Onn Abu Bakar,45242,45.47
15,PN,Mohd Rashid Hasnon,29270,29.42
15,BN,Ishak @ Mohd Farid Siraj,24309,24.43
15,Homeland Fighters' Party,Nizam Bashir Abdul Kariem Bashier,410,0.41
