General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Mohd Rashid Hasnon,45929,55.92
14,BN,Haliza Abdullah,28035,34.13
14,Pan-Malaysian Islamic Party,Mahfodz Mohamed,8173,9.95
