General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Kamarudin Jaffar,41126,58.58
14,BN,Adnan Seman @ Abdullah,21196,30.19
14,Pan-Malaysian Islamic Party,Rosni Adam,7884,11.23
