General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Tan Hong Pin,36636,50.09
15,BN,Lee Ching Yong,17382,23.77
15,PN,Chelvarajan Suppiah,17222,23.55
15,Independent,Haron Jaffar,1900,2.60
