General Election,Party,Candidate,Vote Count,Percentage of Vote
15,BN,Arthur Joseph Kurup,19623,52.88
15,PH,Sangkar Rasam,14211,38.29
15,KDM,Jekerison Kilan,1642,4.40
15,Sabah Heritage Party,Siti Noorhasmahwatty Osman,1512,4.07
