General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Arthur Joseph Kurup,11783,48.35
14,PH,Raymond Ahuar,9469,38.86
14,Homeland Solidarity Party,Joh Jimmy @ Richard Joe Jimmy,2839,11.65
14,Love Sabah Party,Maidin Atak @ Maidin Osman,212,0.87
