General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Mohd Nazri Abu Hassan,52573,51.27
15,PH,Nor Azrina Surip,31554,30.77
15,BN,Shaiful Hazizy Zainol Abidin,16691,16.28
15,Homeland Fighters' Party,Mohd Mosin Abdul Razak,1201,1.17
