General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Nor Azrina Surip,30902,43.31
14,BN,Tajul Urus Mat Zain,20830,29.19
14,Pan-Malaysian Islamic Party,Ahmad Fauzi Ramli,19618,27.50
