General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Mohd Sany Hamzan,58382,42.68
15,PN,Mohd Radzi Abd Latif,43486,31.79
15,BN,Johan Abdul Aziz,32570,23.81
15,Homeland Fighters' Party,Markiman Kobiran,1655,1.21
