General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Hasanuddin Mohd Yunus,49004,55.53
14,BN,Azman Ahmad,23580,26.72
14,Pan-Malaysian Islamic Party,Che Rosli Che Mat,15663,17.75
