General Election,Party,Candidate,Vote Count,Percentage of Vote
14,DAP,Alice Lau Kiong Yieng,29905,65.16
14,BN,Kong Sien Chiu,15359,33.47
14,PEACE,Priscilla Lau,628,1.37
