General Election,Party,Candidate,Vote Count,Percentage of Vote
15,DAP,Alice Lau Kiong Yieng,30120,56.89
15,GPS,Wong Ching Yong,18576,35.08
15,PSB,Priscilla Lau,3663,6.92
15,Independent,Wong Tiing Kiong,587,1.11
