General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Abdul Ghani Ahmad,31685,60.69
15,BN,Othman Aziz,11229,21.51
15,PH,Mohamed Fadzli Mohd Ali,6149,11.78
15,Homeland Fighters' Party,Mukhriz Mahathir,3144,6.02
