General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Mukhriz Mahathir,18695,42.55
14,Pan-Malaysian Islamic Party,Abdul Ghani Ahmad,12829,29.20
14,BN,Othman Aziz,12413,28.25
