General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Wong Chen,104430,83.08
14,BN,Tan Seong Lim,12077,9.61
14,Pan-Malaysian Islamic Party,Mohd Shahir Mohd Adnan²,9025,7.18
14,Independent,Toh Sin Wah,173,0.14
