General Election,Party,Candidate,Vote Count,Percentage of Vote
14,Pan-Malaysian Islamic Party,Ahmad Marzuk Shaary,32592,54.88
14,BN,Zaluzi Sulaiman,19360,32.60
14,PH,Mohamad Ibrahim,7435,12.52
