General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Mohd Hasnizan Harun,46823,38.24
15,PH,Sathia Prakash Nadarajan,45261,36.97
15,BN,Mohan Thangarasu,27050,22.09
15,Homeland Fighters' Party,Harumaini Omar,1849,1.51
