General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Yamani Hafez Musa,12038,48.60
14,Sabah Heritage Party,Noor Hayaty Mustapha,11186,45.16
14,PHRS,Dayang Aezzy Liman,1547,6.25
