General Election,Party,Candidate,Vote Count,Percentage of Vote
14,Pan-Malaysian Islamic Party,Ahmad Amzad Hashim,42988,49.65
14,BN,Wan Nawawi Wan Ismail,28215,32.59
14,PH,Raja Kamarul Bahrin Shah Raja Ahmad,15380,17.76
