General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Pan-Malaysian Islamic Party,Ahmad Amzad Hashim,63016,65.27
15,BN,Mohd Zubir Embong,22109,22.90
15,PH,Raja Kamarul Bahrin Shah Raja Ahmad,10946,11.34
15,Homeland Fighters' Party,Mohamad Abu Bakar Muda,481,0.50
