General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Vivian Wong Shir Yee,16673,53.92
15,Sabah Heritage Party,Alex Thien Ching Qiang,5642,18.25
15,GRS,Lau Chee Keong @ Thomas Lau,5054,16.35
15,Independent,Peter Hu Chang Lik @ Hii Chang Lik,2342,7.57
