General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Shamsul Anuar Nasarah,12523,53.97
14,Pan-Malaysian Islamic Party,Muhammad Mujahid Mohammad Fadzil,6750,29.09
14,PH,Amirul Fairuzzeen Jamaluddin,3932,16.94
