General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Nurul Izzah Anwar,35534,50.89
14,BN,Mohd Zaidi Mohd Said,19866,28.45
14,Pan-Malaysian Islamic Party,Afnan Hamimi Taib Azamudden,14428,20.66
