General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Rozman Isli,10164,47.59
14,Sabah Heritage Party,Noor Halim Zaini,8714,40.80
14,Pan-Malaysian Islamic Party,Ahmad Junid @ Junit Mohd Aling @ Aling,1555,7.28
14,PHRS,Siti Zaleha Ibrahim,925,4.33
