General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Khairy Jamaluddin Abu Bakar,36096,48.87
14,PH,Roseli Abdul Gani,31732,42.97
14,Pan-Malaysian Islamic Party,Mustafa Dolah,6028,8.16
