General Election,Party,Candidate,Vote Count,Percentage of Vote
15,BN,Ramli Mohd Nor,16120,48.46
15,PH,Chiong Yoke Kong,11576,34.80
15,PN,Abdul Rasid Mohamed Ali,5569,16.74
