General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Pan-Malaysian Islamic Party,Mumtaz Md. Nawi,65426,62.51
15,BN,Che Abdullah Mat Nawi,30633,29.27
15,PH,Wan Ahmad Johari Wan Omar,7762,7.42
15,PUTRA,Che Mohamad Aswari Che Ali,593,0.57
