General Election,Party,Candidate,Vote Count,Percentage of Vote
15,DAP,Kelvin Yii Lee Wuen,45353,71.34
15,GPS,Tay Tze Kok,16462,25.89
15,PSB,Voon Lee Shan,1760,2.77
