General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Mustapha Sakmud,27022,38.44
15,BN,Yakubah Khan,19980,28.42
15,Sabah Heritage Party,Azis Jamman,18594,26.45
15,KDM,Jumardie Lukman,3977,5.66
