General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Idris Ahmad,33753,53.98
15,BN,Zul Helmi Ghazali,15202,24.31
15,PH,Siti Aishah Shaik Ismail,13195,21.10
15,Homeland Fighters' Party,Ahmad Luqman Ahmad Yahya,383,0.61
