General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Mohamed Hanipa Maidin,46740,51.56
14,BN,Marsum Paing,28035,30.92
14,Pan-Malaysian Islamic Party,Sabirin Marsono,15882,17.52
