General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Raj Munni Sabu @ Aiman Athirah Al Jundi,56264,40.78
15,PN,Rina Harun,47315,34.30
15,BN,Anuar Basiran,31097,22.54
15,Homeland Fighters' Party,Che Asmah Ibrahim,2337,1.69
