General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Ahmad Yahya,52275,59.44
15,PH,Mahfuz Omar,20524,23.34
15,BN,Noran Zamini Jamaluddin,14523,16.51
15,Sabah Heritage Party,Noraini Md Salleh,622,0.71
