General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Howard Lee Chuan How,57549,72.14
15,PN,Nor Afzainzam Salleh,13661,17.12
15,BN,Ng Kai Cheong,8570,10.74
