General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Zaliha Mustafa,18941,39.27
15,BN,Md Salleheen Mohamad,17207,35.67
15,PN,Uzzair Ismail,11612,24.07
15,Sabah Heritage Party,Mohd Zohar Ahmad,339,0.70
