General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Saifuddin Abdullah,28578,44.85
14,BN,Johan Mat Sah,17628,27.66
14,Pan-Malaysian Islamic Party,Nasrudin Hassan,17515,27.49
