General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Maszlee Malik,18157,50.68
14,BN,Liang Teck Meng,14682,40.99
14,Pan-Malaysian Islamic Party,Mohd Jubri Selamat,2983,8.33
