General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Chiew Choon Man,39549,50.61
15,GPS,Jeffery Phang Siaw Foong,33390,42.73
15,PSB,Lawrence Lai,5209,6.67
