General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Yeo Bee Yin,79425,65.67
15,BN,Syed Ibrahim Kader,21468,17.75
15,PN,Jimmy Chew Jyh Gang,18263,15.10
15,Independent,Kuan Chee Heng,1793,1.48
