General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Hassan Abdul Karim,71233,47.72
15,PN,Mohamad Farid Abdul Razak,39675,26.58
15,BN,Noor Azlen Ambros,37369,25.03
15,Homeland Fighters' Party,Mohammad Rafi Bram,1003,0.67
