General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Amirudin Shari,72267,43.69
15,PN,Mohamed Azmin Ali,59538,35.99
15,BN,Megat Zulkarnain Omardin,30723,18.57
15,Homeland Fighters' Party,Aziz Jamaludin Mohd Tahir,2223,1.34
