General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Johari Abdul,45532,49.21
14,BN,Shahanim Mohamad Yusoff,23963,25.90
14,Pan-Malaysian Islamic Party,Sharir Long,22760,24.60
14,Parti Rakyat Malaysia,Sritharan Pichathu,279,0.30
