General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Cha Kee Chin,61806,72.45
14,BN,Ng Kian Nam,14939,17.51
14,Pan-Malaysian Islamic Party,Khairil Annuar Wafa,8260,9.68
14,PAP,David Dass,302,0.36
