General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Pan-Malaysian Islamic Party,Shaharizukirnain Abd. Kadir,50768,59.85
15,BN,Abdul Rahman Yassin,31736,37.41
15,PH,Mohamad Ngah,2125,2.50
15,Homeland Fighters' Party,Wan Adnan Wan Ali,203,0.24
