General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Ramanan Ramakrishnan,50943,39.30
15,BN,Khairy Jamaluddin,48250,37.22
15,PN,Mohd Ghazali Md Hamin,29060,22.42
15,Homeland Fighters' Party,Mohd Akmal Mohd Yusoff,829,0.64
