General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Ahmad Zahid Hamidi,18909,51.37
14,PH,Pakhrurrazi Arshad,13836,37.59
14,Pan-Malaysian Islamic Party,Ata Abdul Muneim Hasan Adli,4061,11.03
