General Election,Party,Candidate,Vote Count,Percentage of Vote
15,BN,Ahmad Zahid Hamidi,16578,39.61
15,PH,Shamsul Iskandar Md. Akin,16230,38.78
15,PN,Muhammad Faiz  Na'aman,8822,21.08
15,Independent,Mohamad Tawfik Ismail,226,0.54
